date,v_observed,k_observed,greenshields,drake,five_pl,s3
10-19,78.0,0.205333333333326,67.07120760187843,67.22439446828315,20.951096657977537,67.22622014051407
10-19,71.0,0.286,67.010309818843,67.2226782884503,20.771606808835095,67.22622014051403
10-19,65.0,0.286,67.010309818843,67.2226782884503,20.771606808835095,67.22622014051403
10-19,78.0,0.366666666666652,66.94941203580757,67.2203986546349,20.602774609706717,67.22622014051376
10-19,78.0,0.366666666666652,66.94941203580757,67.2203986546349,20.602774609706717,67.22622014051376
10-19,65.0,0.366666666666652,66.94941203580757,67.2203986546349,20.602774609706717,67.22622014051376
10-19,65.0,0.366666666666652,66.94941203580757,67.2203986546349,20.602774609706717,67.22622014051376
10-19,78.0,0.366666666666652,66.94941203580757,67.2203986546349,20.602774609706717,67.22622014051376
10-19,71.0,0.366666666666652,66.94941203580757,67.2203986546349,20.602774609706717,67.22622014051376
10-19,71.0,0.366666666666652,66.94941203580757,67.2203986546349,20.602774609706717,67.22622014051376
10-19,78.0,0.366666666666652,66.94941203580757,67.2203986546349,20.602774609706717,67.22622014051376
10-19,78.0,0.366666666666652,66.94941203580757,67.2203986546349,20.602774609706717,67.22622014051376
10-19,71.0,0.366666666666652,66.94941203580757,67.2203986546349,20.602774609706717,67.22622014051376
10-19,78.0,0.366666666666652,66.94941203580757,67.2203986546349,20.602774609706717,67.22622014051376
10-19,78.0,0.366666666666652,66.94941203580757,67.2203986546349,20.602774609706717,67.22622014051376
10-19,78.0,0.366666666666652,66.94941203580757,67.2203986546349,20.602774609706717,67.22622014051376
10-19,78.0,0.366666666666652,66.94941203580757,67.2203986546349,20.602774609706717,67.22622014051376
10-19,65.0,0.410666666666652,66.9161950632428,67.2189177490653,20.515092731349576,67.22622014051329
10-19,78.0,0.410666666666652,66.9161950632428,67.2189177490653,20.515092731349576,67.22622014051329
10-19,71.0,0.410666666666652,66.9161950632428,67.2189177490653,20.515092731349576,67.22622014051329
10-19,65.0,0.410666666666652,66.9161950632428,67.2189177490653,20.515092731349576,67.22622014051329
10-19,78.0,0.410666666666652,66.9161950632428,67.2189177490653,20.515092731349576,67.22622014051329
10-19,78.0,0.410666666666652,66.9161950632428,67.2189177490653,20.515092731349576,67.22622014051329
10-19,65.0,0.410666666666652,66.9161950632428,67.2189177490653,20.515092731349576,67.22622014051329
10-19,65.0,0.410666666666652,66.9161950632428,67.2189177490653,20.515092731349576,67.22622014051329
10-19,78.0,0.410666666666652,66.9161950632428,67.2189177490653,20.515092731349576,67.22622014051329
10-19,71.0,0.410666666666652,66.9161950632428,67.2189177490653,20.515092731349576,67.22622014051329
10-19,71.0,0.410666666666652,66.9161950632428,67.2189177490653,20.515092731349576,67.22622014051329
10-19,71.0,0.410666666666652,66.9161950632428,67.2189177490653,20.515092731349576,67.22622014051329
10-19,78.0,0.410666666666652,66.9161950632428,67.2189177490653,20.515092731349576,67.22622014051329
10-19,65.0,0.410666666666652,66.9161950632428,67.2189177490653,20.515092731349576,67.22622014051329
10-19,65.0,0.410666666666652,66.9161950632428,67.2189177490653,20.515092731349576,67.22622014051329
10-19,65.0,0.410666666666652,66.9161950632428,67.2189177490653,20.515092731349576,67.22622014051329
10-19,71.0,0.410666666666652,66.9161950632428,67.2189177490653,20.515092731349576,67.22622014051329
10-19,65.0,0.410666666666652,66.9161950632428,67.2189177490653,20.515092731349576,67.22622014051329
10-19,78.0,0.410666666666652,66.9161950632428,67.2189177490653,20.515092731349576,67.22622014051329
10-19,78.0,0.410666666666652,66.9161950632428,67.2189177490653,20.515092731349576,67.22622014051329
10-19,65.0,0.410666666666652,66.9161950632428,67.2189177490653,20.515092731349576,67.22622014051329
10-19,71.0,0.410666666666652,66.9161950632428,67.2189177490653,20.515092731349576,67.22622014051329
10-19,65.0,0.410666666666652,66.9161950632428,67.2189177490653,20.515092731349576,67.22622014051329
10-19,78.0,0.410666666666652,66.9161950632428,67.2189177490653,20.515092731349576,67.22622014051329
10-19,71.0,0.410666666666652,66.9161950632428,67.2189177490653,20.515092731349576,67.22622014051329
10-19,65.0,0.410666666666652,66.9161950632428,67.2189177490653,20.515092731349576,67.22622014051329
10-19,65.0,0.410666666666652,66.9161950632428,67.2189177490653,20.515092731349576,67.22622014051329
10-19,65.0,0.410666666666652,66.9161950632428,67.2189177490653,20.515092731349576,67.22622014051329
10-19,65.0,0.410666666666652,66.9161950632428,67.2189177490653,20.515092731349576,67.22622014051329
10-19,71.0,0.410666666666652,66.9161950632428,67.2189177490653,20.515092731349576,67.22622014051329
10-19,71.0,0.410666666666652,66.9161950632428,67.2189177490653,20.515092731349576,67.22622014051329
10-19,65.0,0.410666666666652,66.9161950632428,67.2189177490653,20.515092731349576,67.22622014051329
10-19,65.0,0.410666666666652,66.9161950632428,67.2189177490653,20.515092731349576,67.22622014051329
10-19,60.0,0.410666666666652,66.9161950632428,67.2189177490653,20.515092731349576,67.22622014051329
10-19,78.0,0.410666666666652,66.9161950632428,67.2189177490653,20.515092731349576,67.22622014051329
10-19,71.0,0.410666666666652,66.9161950632428,67.2189177490653,20.515092731349576,67.22622014051329
10-19,78.0,0.410666666666652,66.9161950632428,67.2189177490653,20.515092731349576,67.22622014051329
10-19,78.0,0.410666666666652,66.9161950632428,67.2189177490653,20.515092731349576,67.22622014051329
10-19,71.0,0.410666666666652,66.9161950632428,67.2189177490653,20.515092731349576,67.22622014051329
10-19,65.0,0.410666666666652,66.9161950632428,67.2189177490653,20.515092731349576,67.22622014051329
10-19,71.0,0.410666666666652,66.9161950632428,67.2189177490653,20.515092731349576,67.22622014051329
10-19,71.0,0.410666666666652,66.9161950632428,67.2189177490653,20.515092731349576,67.22622014051329
10-19,65.0,0.410666666666652,66.9161950632428,67.2189177490653,20.515092731349576,67.22622014051329
10-19,65.0,0.410666666666652,66.9161950632428,67.2189177490653,20.515092731349576,67.22622014051329
10-19,65.0,0.410666666666652,66.9161950632428,67.2189177490653,20.515092731349576,67.22622014051329
10-19,71.0,0.410666666666652,66.9161950632428,67.2189177490653,20.515092731349576,67.22622014051329
10-19,78.0,0.410666666666652,66.9161950632428,67.2189177490653,20.515092731349576,67.22622014051329
10-19,60.0,0.410666666666652,66.9161950632428,67.2189177490653,20.515092731349576,67.22622014051329
10-19,71.0,0.410666666666652,66.9161950632428,67.2189177490653,20.515092731349576,67.22622014051329
10-19,65.0,0.4913333333333259,66.85529728020737,67.2157674405552,20.362256412392455,67.22622014051069
10-19,60.0,0.4913333333333259,66.85529728020737,67.2157674405552,20.362256412392455,67.22622014051069
10-19,65.0,0.4913333333333259,66.85529728020737,67.2157674405552,20.362256412392455,67.22622014051069
10-19,65.0,0.4913333333333259,66.85529728020737,67.2157674405552,20.362256412392455,67.22622014051069
10-19,65.0,0.4913333333333259,66.85529728020737,67.2157674405552,20.362256412392455,67.22622014051069
10-19,65.0,0.4913333333333259,66.85529728020737,67.2157674405552,20.362256412392455,67.22622014051069
10-19,71.0,0.4913333333333259,66.85529728020737,67.2157674405552,20.362256412392455,67.22622014051069
10-19,60.0,0.4913333333333259,66.85529728020737,67.2157674405552,20.362256412392455,67.22622014051069
10-19,65.0,0.4913333333333259,66.85529728020737,67.2157674405552,20.362256412392455,67.22622014051069
10-19,65.0,0.4913333333333259,66.85529728020737,67.2157674405552,20.362256412392455,67.22622014051069
10-19,65.0,0.4913333333333259,66.85529728020737,67.2157674405552,20.362256412392455,67.22622014051069
10-19,65.0,0.4913333333333259,66.85529728020737,67.2157674405552,20.362256412392455,67.22622014051069
10-19,71.0,0.4913333333333259,66.85529728020737,67.2157674405552,20.362256412392455,67.22622014051069
10-19,65.0,0.4913333333333259,66.85529728020737,67.2157674405552,20.362256412392455,67.22622014051069
10-19,60.0,0.4913333333333259,66.85529728020737,67.2157674405552,20.362256412392455,67.22622014051069
10-19,60.0,0.4913333333333259,66.85529728020737,67.2157674405552,20.362256412392455,67.22622014051069
10-19,65.0,0.4913333333333259,66.85529728020737,67.2157674405552,20.362256412392455,67.22622014051069
10-19,60.0,0.4913333333333259,66.85529728020737,67.2157674405552,20.362256412392455,67.22622014051069
10-19,60.0,0.4913333333333259,66.85529728020737,67.2157674405552,20.362256412392455,67.22622014051069
10-19,65.0,0.4913333333333259,66.85529728020737,67.2157674405552,20.362256412392455,67.22622014051069
10-19,71.0,0.4913333333333259,66.85529728020737,67.2157674405552,20.362256412392455,67.22622014051069
10-19,71.0,0.4913333333333259,66.85529728020737,67.2157674405552,20.362256412392455,67.22622014051069
10-19,52.0,0.572,66.79439949717192,67.21205385184675,20.21942551189955,67.2262201405024
10-19,65.0,0.572,66.79439949717192,67.21205385184675,20.21942551189955,67.2262201405024
10-19,65.0,0.572,66.79439949717192,67.21205385184675,20.21942551189955,67.2262201405024
10-19,78.0,0.572,66.79439949717192,67.21205385184675,20.21942551189955,67.2262201405024
10-19,65.0,0.572,66.79439949717192,67.21205385184675,20.21942551189955,67.2262201405024
10-19,52.0,0.572,66.79439949717192,67.21205385184675,20.21942551189955,67.2262201405024
10-19,78.0,0.572,66.79439949717192,67.21205385184675,20.21942551189955,67.2262201405024
10-19,65.0,0.572,66.79439949717192,67.21205385184675,20.21942551189955,67.2262201405024
10-19,65.0,0.572,66.79439949717192,67.21205385184675,20.21942551189955,67.2262201405024
10-19,65.0,0.572,66.79439949717192,67.21205385184675,20.21942551189955,67.2262201405024
10-19,52.0,0.572,66.79439949717192,67.21205385184675,20.21942551189955,67.2262201405024
10-19,65.0,0.572,66.79439949717192,67.21205385184675,20.21942551189955,67.2262201405024
10-19,65.0,0.616,66.76118252460714,67.20979087520438,20.145629197554833,67.2262201404927
10-19,78.0,0.616,66.76118252460714,67.20979087520438,20.145629197554833,67.2262201404927
10-19,52.0,0.6526666666666521,66.7335017141365,67.20777707631908,20.086302026622647,67.22622014047982
10-19,46.0,0.6526666666666521,66.7335017141365,67.20777707631908,20.086302026622647,67.22622014047982
10-19,78.0,0.6526666666666521,66.7335017141365,67.20777707631908,20.086302026622647,67.22622014047982
10-19,65.0,0.6526666666666521,66.7335017141365,67.20777707631908,20.086302026622647,67.22622014047982
10-19,74.5,0.696666666666652,66.70028474157172,67.20520695128752,20.017667594994894,67.22622014045578
10-19,68.0,0.696666666666652,66.70028474157172,67.20520695128752,20.017667594994894,67.22622014045578
10-19,71.0,0.7333333333333261,66.67260393110107,67.2029372215085,19.96256731422712,67.22622014042553
10-19,68.0,0.777333333333326,66.63938695853629,67.20006001270947,19.898913020412284,67.22622014037168
10-19,71.5,0.777333333333326,66.63938695853629,67.20006001270947,19.898913020412284,67.22622014037168
10-19,68.0,0.777333333333326,66.63938695853629,67.20006001270947,19.898913020412284,67.22622014037168
10-19,71.0,0.777333333333326,66.63938695853629,67.20006001270947,19.898913020412284,67.22622014037168
10-19,71.5,0.777333333333326,66.63938695853629,67.20006001270947,19.898913020412284,67.22622014037168
10-19,74.5,0.777333333333326,66.63938695853629,67.20006001270947,19.898913020412284,67.22622014037168
10-19,68.0,0.777333333333326,66.63938695853629,67.20006001270947,19.898913020412284,67.22622014037168
10-19,74.5,0.777333333333326,66.63938695853629,67.20006001270947,19.898913020412284,67.22622014037168
10-19,74.5,0.777333333333326,66.63938695853629,67.20006001270947,19.898913020412284,67.22622014037168
10-19,71.0,0.777333333333326,66.63938695853629,67.20006001270947,19.898913020412284,67.22622014037168
10-19,68.0,0.777333333333326,66.63938695853629,67.20006001270947,19.898913020412284,67.22622014037168
10-19,74.5,0.777333333333326,66.63938695853629,67.20006001270947,19.898913020412284,67.22622014037168
10-19,65.5,0.777333333333326,66.63938695853629,67.20006001270947,19.898913020412284,67.22622014037168
10-19,74.5,0.777333333333326,66.63938695853629,67.20006001270947,19.898913020412284,67.22622014037168
10-19,71.5,0.777333333333326,66.63938695853629,67.20006001270947,19.898913020412284,67.22622014037168
