date,greenshields,drake,five_pl,s3
0907-0908,73.74044830121825,75.0509948167446,53.2864212318536,75.2135475529667
0907-0908,73.74044830121825,75.0509948167446,53.2864212318536,75.2135475529667
0907-0908,73.74044830121825,75.0509948167446,53.2864212318536,75.2135475529667
0907-0908,73.74044830121825,75.0509948167446,53.2864212318536,75.2135475529667
0907-0908,73.74044830121825,75.0509948167446,53.2864212318536,75.2135475529667
0907-0908,73.74044830121825,75.0509948167446,53.2864212318536,75.2135475529667
0907-0908,73.74044830121825,75.0509948167446,53.2864212318536,75.2135475529667
0907-0908,73.74044830121825,75.0509948167446,53.2864212318536,75.2135475529667
0907-0908,73.74044830121825,75.0509948167446,53.2864212318536,75.2135475529667
0907-0908,73.74044830121825,75.0509948167446,53.2864212318536,75.2135475529667
0907-0908,73.74044830121825,75.0509948167446,53.2864212318536,75.2135475529667
0907-0908,73.74044830121825,75.0509948167446,53.2864212318536,75.2135475529667
0907-0908,73.74044830121825,75.0509948167446,53.2864212318536,75.2135475529667
0907-0908,73.74044830121825,75.0509948167446,53.2864212318536,75.2135475529667
0907-0908,73.74044830121825,75.0509948167446,53.2864212318536,75.2135475529667
0907-0908,73.00372109323054,74.84785604238381,52.70089200415615,75.21169795676809
0907-0908,73.00372109323054,74.84785604238381,52.70089200415615,75.21169795676809
0907-0908,73.00372109323054,74.84785604238381,52.70089200415615,75.21169795676809
0907-0908,73.00372109323054,74.84785604238381,52.70089200415615,75.21169795676809
0907-0908,73.00372109323054,74.84785604238381,52.70089200415615,75.21169795676809
0907-0908,73.00372109323054,74.84785604238381,52.70089200415615,75.21169795676809
0907-0908,73.00372109323054,74.84785604238381,52.70089200415615,75.21169795676809
0907-0908,73.00372109323054,74.84785604238381,52.70089200415615,75.21169795676809
0907-0908,73.00372109323054,74.84785604238381,52.70089200415615,75.21169795676809
0907-0908,73.00372109323054,74.84785604238381,52.70089200415615,75.21169795676809
0907-0908,73.00372109323054,74.84785604238381,52.70089200415615,75.21169795676809
0907-0908,73.00372109323054,74.84785604238381,52.70089200415615,75.21169795676809
0907-0908,73.00372109323054,74.84785604238381,52.70089200415615,75.21169795676809
0907-0908,73.00372109323054,74.84785604238381,52.70089200415615,75.21169795676809
0907-0908,73.00372109323054,74.84785604238381,52.70089200415615,75.21169795676809
0907-0908,73.00372109323054,74.84785604238381,52.70089200415615,75.21169795676809
0907-0908,73.00372109323054,74.84785604238381,52.70089200415615,75.21169795676809
0907-0908,73.00372109323054,74.84785604238381,52.70089200415615,75.21169795676809
0907-0908,73.00372109323054,74.84785604238381,52.70089200415615,75.21169795676809
0907-0908,73.00372109323054,74.84785604238381,52.70089200415615,75.21169795676809
0907-0908,73.00372109323054,74.84785604238381,52.70089200415615,75.21169795676809
0907-0908,73.00372109323054,74.84785604238381,52.70089200415615,75.21169795676809
0907-0908,73.00372109323054,74.84785604238381,52.70089200415615,75.21169795676809
0907-0908,73.00372109323054,74.84785604238381,52.70089200415615,75.21169795676809
0907-0908,73.00372109323054,74.84785604238381,52.70089200415615,75.21169795676809
0907-0908,73.00372109323054,74.84785604238381,52.70089200415615,75.21169795676809
0907-0908,73.00372109323054,74.84785604238381,52.70089200415615,75.21169795676809
0907-0908,73.00372109323054,74.84785604238381,52.70089200415615,75.21169795676809
0907-0908,73.00372109323054,74.84785604238381,52.70089200415615,75.21169795676809
0907-0908,73.00372109323054,74.84785604238381,52.70089200415615,75.21169795676809
0907-0908,73.00372109323054,74.84785604238381,52.70089200415615,75.21169795676809
0907-0908,73.00372109323054,74.84785604238381,52.70089200415615,75.21169795676809
0907-0908,73.00372109323054,74.84785604238381,52.70089200415615,75.21169795676809
0907-0908,73.00372109323054,74.84785604238381,52.70089200415615,75.21169795676809
0907-0908,73.00372109323054,74.84785604238381,52.70089200415615,75.21169795676809
0907-0908,72.26699388524283,74.56438514082102,52.2409654155454,75.20585054285698
0907-0908,72.26699388524283,74.56438514082102,52.2409654155454,75.20585054285698
0907-0908,72.26699388524283,74.56438514082102,52.2409654155454,75.20585054285698
0907-0908,72.26699388524283,74.56438514082102,52.2409654155454,75.20585054285698
0907-0908,72.26699388524283,74.56438514082102,52.2409654155454,75.20585054285698
0907-0908,72.26699388524283,74.56438514082102,52.2409654155454,75.20585054285698
0907-0908,72.26699388524283,74.56438514082102,52.2409654155454,75.20585054285698
0907-0908,72.26699388524283,74.56438514082102,52.2409654155454,75.20585054285698
0907-0908,72.26699388524283,74.56438514082102,52.2409654155454,75.20585054285698
0907-0908,72.26699388524283,74.56438514082102,52.2409654155454,75.20585054285698
0907-0908,72.26699388524283,74.56438514082102,52.2409654155454,75.20585054285698
0907-0908,72.26699388524283,74.56438514082102,52.2409654155454,75.20585054285698
0907-0908,72.26699388524283,74.56438514082102,52.2409654155454,75.20585054285698
0907-0908,72.26699388524283,74.56438514082102,52.2409654155454,75.20585054285698
0907-0908,72.26699388524283,74.56438514082102,52.2409654155454,75.20585054285698
0907-0908,72.26699388524283,74.56438514082102,52.2409654155454,75.20585054285698
0907-0908,72.26699388524283,74.56438514082102,52.2409654155454,75.20585054285698
0907-0908,72.26699388524283,74.56438514082102,52.2409654155454,75.20585054285698
0907-0908,72.26699388524283,74.56438514082102,52.2409654155454,75.20585054285698
0907-0908,72.26699388524283,74.56438514082102,52.2409654155454,75.20585054285698
0907-0908,72.26699388524283,74.56438514082102,52.2409654155454,75.20585054285698
0907-0908,72.26699388524283,74.56438514082102,52.2409654155454,75.20585054285698
0907-0908,72.26699388524283,74.56438514082102,52.2409654155454,75.20585054285698
0907-0908,72.26699388524283,74.56438514082102,52.2409654155454,75.20585054285698
0907-0908,72.26699388524283,74.56438514082102,52.2409654155454,75.20585054285698
0907-0908,72.26699388524283,74.56438514082102,52.2409654155454,75.20585054285698
0907-0908,72.26699388524283,74.56438514082102,52.2409654155454,75.20585054285698
0907-0908,72.26699388524283,74.56438514082102,52.2409654155454,75.20585054285698
0907-0908,72.26699388524283,74.56438514082102,52.2409654155454,75.20585054285698
0907-0908,72.26699388524283,74.56438514082102,52.2409654155454,75.20585054285698
0907-0908,72.26699388524283,74.56438514082102,52.2409654155454,75.20585054285698
0907-0908,72.26699388524283,74.56438514082102,52.2409654155454,75.20585054285698
0907-0908,72.26699388524283,74.56438514082102,52.2409654155454,75.20585054285698
0907-0908,72.26699388524283,74.56438514082102,52.2409654155454,75.20585054285698
0907-0908,72.26699388524283,74.56438514082102,52.2409654155454,75.20585054285698
0907-0908,72.26699388524283,74.56438514082102,52.2409654155454,75.20585054285698
0907-0908,72.26699388524283,74.56438514082102,52.2409654155454,75.20585054285698
0907-0908,72.26699388524283,74.56438514082102,52.2409654155454,75.20585054285698
0907-0908,72.26699388524283,74.56438514082102,52.2409654155454,75.20585054285698
0907-0908,72.26699388524283,74.56438514082102,52.2409654155454,75.20585054285698
0907-0908,72.26699388524283,74.56438514082102,52.2409654155454,75.20585054285698
0907-0908,72.26699388524283,74.56438514082102,52.2409654155454,75.20585054285698
0907-0908,72.26699388524283,74.56438514082102,52.2409654155454,75.20585054285698
0907-0908,72.26699388524283,74.56438514082102,52.2409654155454,75.20585054285698
0907-0908,72.26699388524283,74.56438514082102,52.2409654155454,75.20585054285698
0907-0908,72.26699388524283,74.56438514082102,52.2409654155454,75.20585054285698
0907-0908,72.26699388524283,74.56438514082102,52.2409654155454,75.20585054285698
0907-0908,72.26699388524283,74.56438514082102,52.2409654155454,75.20585054285698
0907-0908,72.26699388524283,74.56438514082102,52.2409654155454,75.20585054285698
0907-0908,71.5302666772551,74.20149950061342,51.89751005459168,75.19191531343662
0907-0908,71.5302666772551,74.20149950061342,51.89751005459168,75.19191531343662
0907-0908,71.5302666772551,74.20149950061342,51.89751005459168,75.19191531343662
0907-0908,71.5302666772551,74.20149950061342,51.89751005459168,75.19191531343662
0907-0908,71.5302666772551,74.20149950061342,51.89751005459168,75.19191531343662
0907-0908,71.5302666772551,74.20149950061342,51.89751005459168,75.19191531343662
0907-0908,71.5302666772551,74.20149950061342,51.89751005459168,75.19191531343662
0907-0908,71.5302666772551,74.20149950061342,51.89751005459168,75.19191531343662
0907-0908,71.5302666772551,74.20149950061342,51.89751005459168,75.19191531343662
0907-0908,71.5302666772551,74.20149950061342,51.89751005459168,75.19191531343662
0907-0908,71.5302666772551,74.20149950061342,51.89751005459168,75.19191531343662
0907-0908,71.5302666772551,74.20149950061342,51.89751005459168,75.19191531343662
0907-0908,71.5302666772551,74.20149950061342,51.89751005459168,75.19191531343662
0907-0908,71.5302666772551,74.20149950061342,51.89751005459168,75.19191531343662
0907-0908,71.5302666772551,74.20149950061342,51.89751005459168,75.19191531343662
0907-0908,71.5302666772551,74.20149950061342,51.89751005459168,75.19191531343662
0907-0908,71.5302666772551,74.20149950061342,51.89751005459168,75.19191531343662
0907-0908,71.5302666772551,74.20149950061342,51.89751005459168,75.19191531343662
0907-0908,71.5302666772551,74.20149950061342,51.89751005459168,75.19191531343662
0907-0908,71.5302666772551,74.20149950061342,51.89751005459168,75.19191531343662
0907-0908,71.5302666772551,74.20149950061342,51.89751005459168,75.19191531343662
0907-0908,71.5302666772551,74.20149950061342,51.89751005459168,75.19191531343662
0907-0908,71.5302666772551,74.20149950061342,51.89751005459168,75.19191531343662
0907-0908,71.5302666772551,74.20149950061342,51.89751005459168,75.19191531343662
0907-0908,71.5302666772551,74.20149950061342,51.89751005459168,75.19191531343662
0907-0908,71.5302666772551,74.20149950061342,51.89751005459168,75.19191531343662
0907-0908,71.5302666772551,74.20149950061342,51.89751005459168,75.19191531343662
0907-0908,71.5302666772551,74.20149950061342,51.89751005459168,75.19191531343662
0907-0908,71.5302666772551,74.20149950061342,51.89751005459168,75.19191531343662
0907-0908,71.5302666772551,74.20149950061342,51.89751005459168,75.19191531343662
0907-0908,71.5302666772551,74.20149950061342,51.89751005459168,75.19191531343662
0907-0908,71.5302666772551,74.20149950061342,51.89751005459168,75.19191531343662
0907-0908,71.5302666772551,74.20149950061342,51.89751005459168,75.19191531343662
0907-0908,71.5302666772551,74.20149950061342,51.89751005459168,75.19191531343662
0907-0908,71.5302666772551,74.20149950061342,51.89751005459168,75.19191531343662
0907-0908,71.5302666772551,74.20149950061342,51.89751005459168,75.19191531343662
0907-0908,71.5302666772551,74.20149950061342,51.89751005459168,75.19191531343662
0907-0908,71.5302666772551,74.20149950061342,51.89751005459168,75.19191531343662
0907-0908,71.5302666772551,74.20149950061342,51.89751005459168,75.19191531343662
0907-0908,71.5302666772551,74.20149950061342,51.89751005459168,75.19191531343662
0907-0908,71.5302666772551,74.20149950061342,51.89751005459168,75.19191531343662
0907-0908,71.5302666772551,74.20149950061342,51.89751005459168,75.19191531343662
0907-0908,71.5302666772551,74.20149950061342,51.89751005459168,75.19191531343662
0907-0908,71.5302666772551,74.20149950061342,51.89751005459168,75.19191531343662
0907-0908,71.5302666772551,74.20149950061342,51.89751005459168,75.19191531343662
0907-0908,71.5302666772551,74.20149950061342,51.89751005459168,75.19191531343662
0907-0908,71.5302666772551,74.20149950061342,51.89751005459168,75.19191531343662
0907-0908,71.5302666772551,74.20149950061342,51.89751005459168,75.19191531343662
0907-0908,71.5302666772551,74.20149950061342,51.89751005459168,75.19191531343662
0907-0908,71.5302666772551,74.20149950061342,51.89751005459168,75.19191531343662
0907-0908,71.5302666772551,74.20149950061342,51.89751005459168,75.19191531343662
0907-0908,71.5302666772551,74.20149950061342,51.89751005459168,75.19191531343662
0907-0908,71.5302666772551,74.20149950061342,51.89751005459168,75.19191531343662
0907-0908,71.5302666772551,74.20149950061342,51.89751005459168,75.19191531343662
0907-0908,71.5302666772551,74.20149950061342,51.89751005459168,75.19191531343662
0907-0908,71.5302666772551,74.20149950061342,51.89751005459168,75.19191531343662
0907-0908,71.5302666772551,74.20149950061342,51.89751005459168,75.19191531343662
0907-0908,71.5302666772551,74.20149950061342,51.89751005459168,75.19191531343662
0907-0908,70.79353946926739,73.76037010943251,51.65521850327671,75.1639603298184
0907-0908,70.79353946926739,73.76037010943251,51.65521850327671,75.1639603298184
0907-0908,70.79353946926739,73.76037010943251,51.65521850327671,75.1639603298184
0907-0908,70.79353946926739,73.76037010943251,51.65521850327671,75.1639603298184
0907-0908,70.79353946926739,73.76037010943251,51.65521850327671,75.1639603298184
0907-0908,70.79353946926739,73.76037010943251,51.65521850327671,75.1639603298184
0907-0908,70.79353946926739,73.76037010943251,51.65521850327671,75.1639603298184
0907-0908,70.79353946926739,73.76037010943251,51.65521850327671,75.1639603298184
0907-0908,70.79353946926739,73.76037010943251,51.65521850327671,75.1639603298184
0907-0908,70.79353946926739,73.76037010943251,51.65521850327671,75.1639603298184
0907-0908,70.79353946926739,73.76037010943251,51.65521850327671,75.1639603298184
0907-0908,70.79353946926739,73.76037010943251,51.65521850327671,75.1639603298184
0907-0908,70.79353946926739,73.76037010943251,51.65521850327671,75.1639603298184
0907-0908,70.79353946926739,73.76037010943251,51.65521850327671,75.1639603298184
0907-0908,70.79353946926739,73.76037010943251,51.65521850327671,75.1639603298184
0907-0908,70.79353946926739,73.76037010943251,51.65521850327671,75.1639603298184
0907-0908,70.79353946926739,73.76037010943251,51.65521850327671,75.1639603298184
0907-0908,70.79353946926739,73.76037010943251,51.65521850327671,75.1639603298184
0907-0908,70.79353946926739,73.76037010943251,51.65521850327671,75.1639603298184
0907-0908,70.79353946926739,73.76037010943251,51.65521850327671,75.1639603298184
0907-0908,70.79353946926739,73.76037010943251,51.65521850327671,75.1639603298184
0907-0908,70.79353946926739,73.76037010943251,51.65521850327671,75.1639603298184
0907-0908,70.79353946926739,73.76037010943251,51.65521850327671,75.1639603298184
0907-0908,70.79353946926739,73.76037010943251,51.65521850327671,75.1639603298184
0907-0908,70.79353946926739,73.76037010943251,51.65521850327671,75.1639603298184
0907-0908,70.79353946926739,73.76037010943251,51.65521850327671,75.1639603298184
0907-0908,70.79353946926739,73.76037010943251,51.65521850327671,75.1639603298184
0907-0908,70.79353946926739,73.76037010943251,51.65521850327671,75.1639603298184
0907-0908,70.79353946926739,73.76037010943251,51.65521850327671,75.1639603298184
0907-0908,70.79353946926739,73.76037010943251,51.65521850327671,75.1639603298184
0907-0908,70.79353946926739,73.76037010943251,51.65521850327671,75.1639603298184
0907-0908,70.79353946926739,73.76037010943251,51.65521850327671,75.1639603298184
0907-0908,70.79353946926739,73.76037010943251,51.65521850327671,75.1639603298184
0907-0908,70.79353946926739,73.76037010943251,51.65521850327671,75.1639603298184
0907-0908,70.79353946926739,73.76037010943251,51.65521850327671,75.1639603298184
0907-0908,70.79353946926739,73.76037010943251,51.65521850327671,75.1639603298184
0907-0908,70.79353946926739,73.76037010943251,51.65521850327671,75.1639603298184
0907-0908,70.79353946926739,73.76037010943251,51.65521850327671,75.1639603298184
0907-0908,70.79353946926739,73.76037010943251,51.65521850327671,75.1639603298184
0907-0908,70.79353946926739,73.76037010943251,51.65521850327671,75.1639603298184
0907-0908,70.79353946926739,73.76037010943251,51.65521850327671,75.1639603298184
0907-0908,70.79353946926739,73.76037010943251,51.65521850327671,75.1639603298184
0907-0908,70.79353946926739,73.76037010943251,51.65521850327671,75.1639603298184
0907-0908,70.79353946926739,73.76037010943251,51.65521850327671,75.1639603298184
0907-0908,70.79353946926739,73.76037010943251,51.65521850327671,75.1639603298184
0907-0908,70.79353946926739,73.76037010943251,51.65521850327671,75.1639603298184
0907-0908,70.79353946926739,73.76037010943251,51.65521850327671,75.1639603298184
0907-0908,70.79353946926739,73.76037010943251,51.65521850327671,75.1639603298184
0907-0908,70.79353946926739,73.76037010943251,51.65521850327671,75.1639603298184
0907-0908,70.79353946926739,73.76037010943251,51.65521850327671,75.1639603298184
0907-0908,70.79353946926739,73.76037010943251,51.65521850327671,75.1639603298184
0907-0908,70.79353946926739,73.76037010943251,51.65521850327671,75.1639603298184
0907-0908,70.79353946926739,73.76037010943251,51.65521850327671,75.1639603298184
0907-0908,70.79353946926739,73.76037010943251,51.65521850327671,75.1639603298184
0907-0908,70.79353946926739,73.76037010943251,51.65521850327671,75.1639603298184
0907-0908,70.79353946926739,73.76037010943251,51.65521850327671,75.1639603298184
0907-0908,70.79353946926739,73.76037010943251,51.65521850327671,75.1639603298184
0907-0908,70.79353946926739,73.76037010943251,51.65521850327671,75.1639603298184
0907-0908,70.79353946926739,73.76037010943251,51.65521850327671,75.1639603298184
0907-0908,70.79353946926739,73.76037010943251,51.65521850327671,75.1639603298184
0907-0908,70.79353946926739,73.76037010943251,51.65521850327671,75.1639603298184
0907-0908,70.79353946926739,73.76037010943251,51.65521850327671,75.1639603298184
0907-0908,70.79353946926739,73.76037010943251,51.65521850327671,75.1639603298184
0907-0908,70.79353946926739,73.76037010943251,51.65521850327671,75.1639603298184
0907-0908,70.79353946926739,73.76037010943251,51.65521850327671,75.1639603298184
0907-0908,70.79353946926739,73.76037010943251,51.65521850327671,75.1639603298184
0907-0908,70.79353946926739,73.76037010943251,51.65521850327671,75.1639603298184
0907-0908,70.79353946926739,73.76037010943251,51.65521850327671,75.1639603298184
0907-0908,70.79353946926739,73.76037010943251,51.65521850327671,75.1639603298184
0907-0908,70.79353946926739,73.76037010943251,51.65521850327671,75.1639603298184
0907-0908,70.79353946926739,73.76037010943251,51.65521850327671,75.1639603298184
0907-0908,70.79353946926739,73.76037010943251,51.65521850327671,75.1639603298184
0907-0908,70.05681226127967,73.24241525873485,51.49487640784568,75.11402573584982
0907-0908,70.05681226127967,73.24241525873485,51.49487640784568,75.11402573584982
0907-0908,70.05681226127967,73.24241525873485,51.49487640784568,75.11402573584982
0907-0908,70.05681226127967,73.24241525873485,51.49487640784568,75.11402573584982
0907-0908,70.05681226127967,73.24241525873485,51.49487640784568,75.11402573584982
0907-0908,70.05681226127967,73.24241525873485,51.49487640784568,75.11402573584982
0907-0908,70.05681226127967,73.24241525873485,51.49487640784568,75.11402573584982
0907-0908,70.05681226127967,73.24241525873485,51.49487640784568,75.11402573584982
0907-0908,70.05681226127967,73.24241525873485,51.49487640784568,75.11402573584982
0907-0908,70.05681226127967,73.24241525873485,51.49487640784568,75.11402573584982
0907-0908,70.05681226127967,73.24241525873485,51.49487640784568,75.11402573584982
0907-0908,70.05681226127967,73.24241525873485,51.49487640784568,75.11402573584982
0907-0908,70.05681226127967,73.24241525873485,51.49487640784568,75.11402573584982
0907-0908,70.05681226127967,73.24241525873485,51.49487640784568,75.11402573584982
0907-0908,70.05681226127967,73.24241525873485,51.49487640784568,75.11402573584982
0907-0908,70.05681226127967,73.24241525873485,51.49487640784568,75.11402573584982
0907-0908,70.05681226127967,73.24241525873485,51.49487640784568,75.11402573584982
0907-0908,70.05681226127967,73.24241525873485,51.49487640784568,75.11402573584982
0907-0908,70.05681226127967,73.24241525873485,51.49487640784568,75.11402573584982
0907-0908,70.05681226127967,73.24241525873485,51.49487640784568,75.11402573584982
0907-0908,70.05681226127967,73.24241525873485,51.49487640784568,75.11402573584982
0907-0908,70.05681226127967,73.24241525873485,51.49487640784568,75.11402573584982
0907-0908,70.05681226127967,73.24241525873485,51.49487640784568,75.11402573584982
0907-0908,70.05681226127967,73.24241525873485,51.49487640784568,75.11402573584982
0907-0908,70.05681226127967,73.24241525873485,51.49487640784568,75.11402573584982
0907-0908,70.05681226127967,73.24241525873485,51.49487640784568,75.11402573584982
0907-0908,70.05681226127967,73.24241525873485,51.49487640784568,75.11402573584982
0907-0908,70.05681226127967,73.24241525873485,51.49487640784568,75.11402573584982
0907-0908,70.05681226127967,73.24241525873485,51.49487640784568,75.11402573584982
0907-0908,70.05681226127967,73.24241525873485,51.49487640784568,75.11402573584982
0907-0908,70.05681226127967,73.24241525873485,51.49487640784568,75.11402573584982
0907-0908,70.05681226127967,73.24241525873485,51.49487640784568,75.11402573584982
0907-0908,70.05681226127967,73.24241525873485,51.49487640784568,75.11402573584982
0907-0908,70.05681226127967,73.24241525873485,51.49487640784568,75.11402573584982
0907-0908,70.05681226127967,73.24241525873485,51.49487640784568,75.11402573584982
0907-0908,70.05681226127967,73.24241525873485,51.49487640784568,75.11402573584982
0907-0908,70.05681226127967,73.24241525873485,51.49487640784568,75.11402573584982
0907-0908,70.05681226127967,73.24241525873485,51.49487640784568,75.11402573584982
0907-0908,70.05681226127967,73.24241525873485,51.49487640784568,75.11402573584982
0907-0908,70.05681226127967,73.24241525873485,51.49487640784568,75.11402573584982
0907-0908,70.05681226127967,73.24241525873485,51.49487640784568,75.11402573584982
0907-0908,70.05681226127967,73.24241525873485,51.49487640784568,75.11402573584982
0907-0908,70.05681226127967,73.24241525873485,51.49487640784568,75.11402573584982
0907-0908,70.05681226127967,73.24241525873485,51.49487640784568,75.11402573584982
0907-0908,70.05681226127967,73.24241525873485,51.49487640784568,75.11402573584982
0907-0908,70.05681226127967,73.24241525873485,51.49487640784568,75.11402573584982
0907-0908,70.05681226127967,73.24241525873485,51.49487640784568,75.11402573584982
0907-0908,70.05681226127967,73.24241525873485,51.49487640784568,75.11402573584982
0907-0908,70.05681226127967,73.24241525873485,51.49487640784568,75.11402573584982
0907-0908,70.05681226127967,73.24241525873485,51.49487640784568,75.11402573584982
0907-0908,70.05681226127967,73.24241525873485,51.49487640784568,75.11402573584982
0907-0908,70.05681226127967,73.24241525873485,51.49487640784568,75.11402573584982
0907-0908,70.05681226127967,73.24241525873485,51.49487640784568,75.11402573584982
0907-0908,70.05681226127967,73.24241525873485,51.49487640784568,75.11402573584982
0907-0908,70.05681226127967,73.24241525873485,51.49487640784568,75.11402573584982
0907-0908,70.05681226127967,73.24241525873485,51.49487640784568,75.11402573584982
0907-0908,70.05681226127967,73.24241525873485,51.49487640784568,75.11402573584982
0907-0908,70.05681226127967,73.24241525873485,51.49487640784568,75.11402573584982
0907-0908,70.05681226127967,73.24241525873485,51.49487640784568,75.11402573584982
0907-0908,70.05681226127967,73.24241525873485,51.49487640784568,75.11402573584982
0907-0908,70.05681226127967,73.24241525873485,51.49487640784568,75.11402573584982
0907-0908,70.05681226127967,73.24241525873485,51.49487640784568,75.11402573584982
0907-0908,70.05681226127967,73.24241525873485,51.49487640784568,75.11402573584982
0907-0908,70.05681226127967,73.24241525873485,51.49487640784568,75.11402573584982
0907-0908,70.05681226127967,73.24241525873485,51.49487640784568,75.11402573584982
0907-0908,69.32008505329195,72.64929294684518,51.396100946770744,75.03200179362659
0907-0908,69.32008505329195,72.64929294684518,51.396100946770744,75.03200179362659
0907-0908,69.32008505329195,72.64929294684518,51.396100946770744,75.03200179362659
0907-0908,69.32008505329195,72.64929294684518,51.396100946770744,75.03200179362659
0907-0908,69.32008505329195,72.64929294684518,51.396100946770744,75.03200179362659
0907-0908,69.32008505329195,72.64929294684518,51.396100946770744,75.03200179362659
0907-0908,69.32008505329195,72.64929294684518,51.396100946770744,75.03200179362659
0907-0908,69.32008505329195,72.64929294684518,51.396100946770744,75.03200179362659
0907-0908,69.32008505329195,72.64929294684518,51.396100946770744,75.03200179362659
0907-0908,69.32008505329195,72.64929294684518,51.396100946770744,75.03200179362659
0907-0908,69.32008505329195,72.64929294684518,51.396100946770744,75.03200179362659
0907-0908,69.32008505329195,72.64929294684518,51.396100946770744,75.03200179362659
0907-0908,69.32008505329195,72.64929294684518,51.396100946770744,75.03200179362659
0907-0908,69.32008505329195,72.64929294684518,51.396100946770744,75.03200179362659
0907-0908,69.32008505329195,72.64929294684518,51.396100946770744,75.03200179362659
0907-0908,69.32008505329195,72.64929294684518,51.396100946770744,75.03200179362659
0907-0908,69.32008505329195,72.64929294684518,51.396100946770744,75.03200179362659
0907-0908,69.32008505329195,72.64929294684518,51.396100946770744,75.03200179362659
0907-0908,69.32008505329195,72.64929294684518,51.396100946770744,75.03200179362659
0907-0908,69.32008505329195,72.64929294684518,51.396100946770744,75.03200179362659
0907-0908,69.32008505329195,72.64929294684518,51.396100946770744,75.03200179362659
0907-0908,69.32008505329195,72.64929294684518,51.396100946770744,75.03200179362659
0907-0908,69.32008505329195,72.64929294684518,51.396100946770744,75.03200179362659
0907-0908,69.32008505329195,72.64929294684518,51.396100946770744,75.03200179362659
0907-0908,69.32008505329195,72.64929294684518,51.396100946770744,75.03200179362659
0907-0908,69.32008505329195,72.64929294684518,51.396100946770744,75.03200179362659
0907-0908,69.32008505329195,72.64929294684518,51.396100946770744,75.03200179362659
0907-0908,69.32008505329195,72.64929294684518,51.396100946770744,75.03200179362659
0907-0908,69.32008505329195,72.64929294684518,51.396100946770744,75.03200179362659
0907-0908,69.32008505329195,72.64929294684518,51.396100946770744,75.03200179362659
0907-0908,69.32008505329195,72.64929294684518,51.396100946770744,75.03200179362659
0907-0908,69.32008505329195,72.64929294684518,51.396100946770744,75.03200179362659
0907-0908,69.32008505329195,72.64929294684518,51.396100946770744,75.03200179362659
0907-0908,69.32008505329195,72.64929294684518,51.396100946770744,75.03200179362659
0907-0908,69.32008505329195,72.64929294684518,51.396100946770744,75.03200179362659
0907-0908,69.32008505329195,72.64929294684518,51.396100946770744,75.03200179362659
0907-0908,69.32008505329195,72.64929294684518,51.396100946770744,75.03200179362659
0907-0908,69.32008505329195,72.64929294684518,51.396100946770744,75.03200179362659
0907-0908,69.32008505329195,72.64929294684518,51.396100946770744,75.03200179362659
0907-0908,69.32008505329195,72.64929294684518,51.396100946770744,75.03200179362659
0907-0908,69.32008505329195,72.64929294684518,51.396100946770744,75.03200179362659
0907-0908,69.32008505329195,72.64929294684518,51.396100946770744,75.03200179362659
0907-0908,69.32008505329195,72.64929294684518,51.396100946770744,75.03200179362659
0907-0908,69.32008505329195,72.64929294684518,51.396100946770744,75.03200179362659
0907-0908,69.32008505329195,72.64929294684518,51.396100946770744,75.03200179362659
0907-0908,69.32008505329195,72.64929294684518,51.396100946770744,75.03200179362659
